60
0 14.44550096282327 412.00763067017215 2.37116368774311 5.030948984021041 0 0
1 489.8566949538707 453.0095818677789 2.750363921562345 10.011720835700016 0 0
2 133.38952387153867 375.7231850658095 1.4803011010801228 4.375722601212904 0 0
3 407.6152641869626 245.15404016786965 1.9401614815849928 9.243607490346115 0 0
4 259.15291719887693 345.67125313048643 2.063258784995389 10.67100884273635 0 0
5 190.52792083384332 362.2363696357239 2.5458579694981234 9.716724006428894 0 0
6 20.086160393130786 315.86733317994464 2.0968145706857992 4.683395929958354 0 0
7 120.08925684444242 434.24875577830744 1.2069453637462586 9.245594634601947 0 0
8 19.172609569041416 106.12511201281114 1.6670111265690748 8.720008355233807 0 0
9 460.66491314966584 481.96386643409545 1.6481184646793328 7.411807655281059 0 0
10 262.4440494610241 315.23474762519294 1.67262056659606 5.865988302399181 0 0
11 272.88672410737644 15.209730289367712 1.5235006853904611 3.202004462897136 0 0
12 413.5372831036184 143.5514423825089 1.823549985077911 10.494827696408837 0 0
13 58.0787882456299 403.01943856313596 2.566820006608259 8.894128642799817 0 0
14 416.55766464204464 144.13532943104568 2.4443429163223653 7.852280083452369 0 0
15 119.77544042206964 462.6817914572107 3.521157009702866 2.4752913064316764 0 0
16 397.7353083390246 261.25032485483376 1.3616231684378324 10.586708213640778 0 0
17 62.075741219191045 366.7435977676103 1.9694079442220755 6.423444250334277 0 0
18 388.141707279361 257.3002259788178 3.1222810487109034 10.052048840907714 0 0
19 172.58584395799258 232.5230902445207 3.9398995065953564 5.451402415703091 0 0
20 407.8231313365637 423.77729677741326 1.0483230475494203 9.891165916015117 0 0
21 240.18454059841054 401.30721307981304 2.562508475069984 11.190078159676032 0 0
22 114.03293700351833 427.4399168493346 3.953863752208848 3.274346153939141 0 0
23 179.27680414926013 190.41770212096088 3.0948165792733127 3.3432985158658637 0 0
24 296.18623129835737 272.8084841906727 2.2769901834647532 7.565631367363569 0 0
25 98.47904400420666 383.81943303389255 1.5561920168136987 10.940933095799762 0 0
26 191.66848678458007 408.1801525454427 1.1892740770154298 9.152148248042161 0 0
27 128.08080402058033 276.22612320956404 2.1005619011265684 8.615120233920933 0 0
28 35.248361322322566 315.4021208176779 1.5764430266245082 11.872601879914463 0 0
29 449.43717041825596 157.72198849076938 3.1685391070059454 8.035739033181272 0 0
30 220.75055391098064 402.6090921562558 1.2624374554825875 2.6653496639146246 0 0
31 99.89901207874436 425.8914202376279 3.885335945290975 11.080905072069582 0 0
32 46.398834634648985 1.9836111188227954 2.936258451624333 5.717604992356059 0 0
33 13.077005629518382 140.88689566607877 2.441115949485102 7.261323740612957 0 0
34 430.10978583922906 218.39343231379786 1.871618821655538 10.283597984345493 0 0
35 342.88490624706196 364.99328104659133 2.4630067748262423 4.271938984751202 0 0
36 263.62855068683007 170.46747418248975 2.0518569355458984 8.209404541694987 0 0
37 183.60862896836736 18.767024456645554 2.2197052869392526 6.460045554031787 0 0
38 10.50408228014316 196.79544430638106 2.8370961607329126 2.055786819909547 0 0
39 346.92336146670317 320.9272190316384 2.4793169628439027 3.7847786940965813 0 0
40 451.9360163534113 199.1848642156008 2.9999944277018775 7.248163823785101 0 0
41 333.6270741438947 204.7036335671367 1.297591222862262 10.756320178650059 0 0
42 194.5607802765809 332.678241034955 1.4351004183498648 4.771637891196468 0 0
43 252.55005022111402 266.099137768504 1.5641457109541501 10.509069610981392 0 0
44 132.95358299041274 384.2655608839132 1.9467777588173953 3.4713827509602515 0 0
45 347.6746660824658 435.9579205368258 2.4668298939090283 3.15446703259846 0 0
46 271.8801406875465 227.62634623337607 3.739904128155084 3.3930707477543858 0 0
47 249.10432333773744 116.16018136560713 3.768153631578441 5.656164917584168 0 0
48 288.107067093431 117.48727280246233 3.8626024468609117 11.94534282648656 0 0
49 14.925013641337602 68.44805929944665 3.2158775385990617 9.151518647124403 0 0
50 313.3592368828991 374.2825859065522 1.7762314290285148 3.926935105156025 0 0
51 298.4738613999301 111.37570667639419 3.7795490848801903 5.149859328469921 0 0
52 408.5965016555844 375.9165643338949 3.400824197865755 9.7998001210639 0 0
53 71.68227292654709 448.0380121244552 3.253434895609631 9.031310290550268 0 0
54 130.71157016883004 308.5160826750812 3.622640652489902 3.936047332823946 0 0
55 160.04151355928224 211.5760841597733 2.6326767406888494 11.180336431479953 0 0
56 123.47461441709524 148.52369257442814 1.388403961958613 5.285546963277612 0 0
57 475.2497402089763 367.36457662167203 3.3187510221136365 9.043117423692756 0 0
58 260.6267143846044 215.34108426465278 2.113611410726727 2.969076864767298 0 0
59 164.05145919467535 116.25673074205481 1.6098451334624109 11.554672966922086 0 0
1206
0 1
0 5
0 6
0 11
0 13
0 16
0 19
0 20
0 21
0 24
0 32
0 34
0 36
0 37
0 38
0 43
0 47
0 48
0 51
0 52
1 5
1 10
1 12
1 15
1 19
1 25
1 30
1 33
1 37
1 41
1 50
1 51
1 53
1 54
1 59
2 5
2 8
2 12
2 21
2 26
2 27
2 29
2 32
2 38
2 42
2 43
2 47
2 49
2 50
2 53
2 56
3 4
3 5
3 7
3 14
3 18
3 24
3 26
3 27
3 28
3 32
3 35
3 37
3 39
3 40
3 42
3 43
3 47
3 48
3 50
3 54
3 55
3 58
3 59
4 0
4 1
4 2
4 5
4 8
4 10
4 18
4 20
4 21
4 24
4 25
4 26
4 32
4 35
4 41
4 46
4 47
4 51
4 53
4 59
5 1
5 2
5 4
5 10
5 20
5 22
5 25
5 26
5 29
5 32
5 33
5 35
5 38
5 40
5 41
5 44
5 47
5 54
5 59
6 1
6 8
6 10
6 11
6 12
6 14
6 15
6 16
6 24
6 28
6 30
6 42
6 44
6 47
6 49
6 50
6 51
7 2
7 4
7 8
7 11
7 12
7 18
7 24
7 25
7 27
7 31
7 32
7 35
7 42
7 47
7 49
7 51
7 52
7 53
7 58
7 59
8 1
8 2
8 5
8 7
8 9
8 15
8 17
8 21
8 25
8 28
8 30
8 32
8 33
8 34
8 36
8 38
8 41
8 47
8 49
8 53
8 55
8 57
8 58
9 0
9 2
9 3
9 4
9 5
9 10
9 15
9 19
9 21
9 23
9 25
9 28
9 30
9 34
9 35
9 36
9 40
9 41
9 42
9 46
9 53
9 57
10 3
10 5
10 7
10 14
10 15
10 16
10 17
10 25
10 29
10 33
10 34
10 37
10 39
10 40
10 51
10 56
10 59
11 1
11 3
11 6
11 8
11 10
11 12
11 15
11 18
11 22
11 28
11 30
11 33
11 38
11 45
11 49
11 51
11 54
11 55
11 58
12 0
12 1
12 7
12 14
12 16
12 21
12 23
12 24
12 26
12 29
12 30
12 31
12 34
12 36
12 39
12 42
12 45
12 53
12 54
12 55
12 57
12 59
13 0
13 5
13 6
13 9
13 18
13 19
13 22
13 23
13 24
13 25
13 28
13 36
13 38
13 39
13 42
13 43
13 46
13 48
13 49
13 50
13 52
14 0
14 7
14 9
14 11
14 16
14 21
14 24
14 26
14 27
14 29
14 30
14 34
14 40
14 41
14 42
14 48
14 49
14 51
14 52
14 54
14 57
15 1
15 2
15 6
15 8
15 14
15 18
15 19
15 24
15 28
15 32
15 36
15 40
15 42
15 46
15 47
15 53
16 0
16 1
16 3
16 4
16 6
16 20
16 21
16 26
16 29
16 30
16 34
16 38
16 39
16 45
16 47
16 49
16 51
16 53
16 55
16 59
17 3
17 6
17 10
17 19
17 22
17 23
17 27
17 32
17 33
17 40
17 44
17 49
17 50
17 52
17 54
17 56
17 57
18 2
18 5
18 7
18 12
18 14
18 15
18 20
18 21
18 27
18 28
18 33
18 37
18 43
18 45
18 48
18 49
18 52
18 54
19 6
19 9
19 10
19 13
19 15
19 20
19 22
19 23
19 24
19 25
19 29
19 31
19 32
19 34
19 36
19 37
19 38
19 40
19 51
19 56
19 57
20 1
20 3
20 5
20 6
20 9
20 11
20 12
20 15
20 16
20 18
20 21
20 22
20 23
20 31
20 34
20 38
20 39
20 40
20 43
20 44
20 46
20 51
20 57
20 58
21 20
21 24
21 25
21 26
21 28
21 29
21 32
21 33
21 36
21 42
21 44
21 45
21 51
21 53
21 59
22 0
22 5
22 9
22 15
22 28
22 29
22 32
22 33
22 34
22 37
22 40
22 41
22 43
22 53
22 58
23 0
23 1
23 7
23 14
23 17
23 18
23 26
23 31
23 34
23 37
23 39
23 41
23 42
23 47
23 48
23 51
23 52
23 57
23 59
24 0
24 1
24 2
24 5
24 10
24 15
24 16
24 17
24 18
24 19
24 20
24 22
24 29
24 30
24 35
24 37
24 50
24 52
24 56
25 0
25 2
25 7
25 10
25 11
25 17
25 21
25 24
25 27
25 33
25 36
25 38
25 40
25 44
25 45
25 47
25 51
25 58
26 0
26 1
26 6
26 7
26 10
26 12
26 16
26 21
26 22
26 27
26 30
26 33
26 36
26 39
26 44
26 48
26 50
26 52
27 0
27 1
27 3
27 6
27 7
27 15
27 18
27 20
27 26
27 28
27 34
27 38
27 42
27 46
27 47
27 50
27 51
27 52
27 53
27 54
27 55
27 56
27 58
27 59
28 4
28 6
28 12
28 14
28 15
28 18
28 21
28 22
28 24
28 25
28 31
28 34
28 35
28 43
28 46
28 47
28 49
28 58
28 59
29 1
29 3
29 4
29 8
29 9
29 11
29 15
29 18
29 22
29 26
29 32
29 37
29 45
29 46
29 47
29 59
30 1
30 5
30 6
30 7
30 8
30 9
30 28
30 29
30 32
30 33
30 36
30 37
30 41
30 42
30 43
30 46
30 47
30 52
30 55
30 56
30 58
30 59
31 2
31 3
31 4
31 13
31 16
31 23
31 26
31 34
31 40
31 42
31 43
31 45
31 48
31 49
31 56
31 59
32 1
32 3
32 5
32 7
32 9
32 11
32 12
32 14
32 15
32 19
32 20
32 22
32 23
32 25
32 27
32 29
32 35
32 38
32 40
32 41
32 44
32 48
32 49
32 50
32 51
32 52
32 53
33 1
33 7
33 9
33 12
33 15
33 19
33 21
33 24
33 25
33 26
33 34
33 36
33 37
33 39
33 43
33 44
33 47
33 48
33 50
33 51
33 52
33 55
33 57
34 0
34 4
34 8
34 13
34 15
34 16
34 19
34 26
34 27
34 28
34 30
34 31
34 32
34 33
34 35
34 48
34 50
34 55
34 56
34 58
34 59
35 0
35 7
35 8
35 11
35 14
35 15
35 19
35 20
35 27
35 30
35 31
35 43
35 46
35 50
35 51
35 54
35 56
35 58
36 2
36 7
36 10
36 11
36 13
36 14
36 15
36 17
36 18
36 21
36 24
36 28
36 29
36 30
36 33
36 34
36 39
36 41
36 43
36 45
36 52
36 53
36 58
36 59
37 3
37 5
37 6
37 14
37 15
37 19
37 21
37 26
37 27
37 30
37 31
37 32
37 34
37 39
37 41
37 42
37 44
37 45
37 46
37 48
37 49
37 52
37 53
38 3
38 6
38 7
38 9
38 11
38 14
38 18
38 20
38 32
38 36
38 45
38 47
38 51
38 52
38 55
38 57
39 1
39 2
39 5
39 6
39 7
39 9
39 13
39 14
39 15
39 21
39 27
39 28
39 32
39 34
39 37
39 40
39 41
39 43
39 48
39 52
39 58
40 2
40 8
40 9
40 10
40 11
40 12
40 13
40 16
40 21
40 22
40 23
40 24
40 25
40 26
40 34
40 37
40 39
40 43
40 45
40 49
40 50
40 53
40 54
40 55
41 0
41 2
41 4
41 8
41 13
41 16
41 17
41 19
41 21
41 22
41 23
41 25
41 26
41 27
41 28
41 29
41 31
41 34
41 36
41 38
41 54
41 57
42 5
42 6
42 13
42 16
42 20
42 21
42 24
42 25
42 27
42 29
42 33
42 35
42 40
42 41
42 44
42 48
42 49
42 51
42 52
42 54
42 55
42 58
43 4
43 5
43 10
43 11
43 13
43 14
43 15
43 16
43 19
43 24
43 27
43 31
43 33
43 36
43 37
43 38
43 39
43 42
43 47
43 52
43 55
43 56
44 0
44 1
44 2
44 6
44 11
44 12
44 13
44 14
44 17
44 19
44 21
44 26
44 32
44 34
44 35
44 38
44 39
44 40
44 43
44 49
44 52
44 53
45 2
45 7
45 19
45 21
45 27
45 31
45 33
45 34
45 36
45 40
45 41
45 43
45 48
45 51
45 52
45 53
45 54
46 13
46 14
46 16
46 17
46 22
46 23
46 29
46 33
46 34
46 36
46 37
46 39
46 42
46 43
46 44
46 45
46 55
46 58
46 59
47 5
47 7
47 9
47 11
47 12
47 15
47 23
47 24
47 26
47 28
47 35
47 37
47 38
47 41
47 43
47 44
47 49
47 50
47 56
47 57
47 58
48 0
48 1
48 6
48 10
48 12
48 14
48 22
48 29
48 31
48 32
48 33
48 38
48 39
48 41
48 43
48 52
48 53
48 56
49 2
49 6
49 11
49 12
49 15
49 18
49 20
49 21
49 22
49 30
49 34
49 37
49 48
49 50
49 53
49 54
49 55
50 1
50 3
50 5
50 6
50 7
50 9
50 11
50 14
50 16
50 17
50 19
50 21
50 25
50 28
50 30
50 31
50 32
50 37
50 38
50 41
50 42
50 46
50 49
50 51
50 53
51 7
51 8
51 10
51 11
51 13
51 21
51 24
51 26
51 27
51 31
51 33
51 35
51 37
51 42
51 46
51 48
51 49
51 55
52 0
52 1
52 2
52 3
52 5
52 9
52 11
52 12
52 15
52 17
52 18
52 20
52 21
52 22
52 23
52 24
52 34
52 39
52 41
52 43
52 44
52 46
52 47
52 48
52 49
52 51
53 4
53 6
53 8
53 9
53 16
53 18
53 20
53 22
53 24
53 25
53 26
53 33
53 36
53 37
53 39
53 40
53 41
53 43
53 46
53 52
53 58
54 3
54 7
54 9
54 10
54 12
54 13
54 15
54 18
54 19
54 22
54 24
54 26
54 29
54 34
54 35
54 36
54 39
54 41
54 46
54 48
54 49
54 50
54 55
55 3
55 6
55 8
55 9
55 11
55 15
55 19
55 22
55 24
55 25
55 26
55 27
55 28
55 30
55 34
55 35
55 38
55 43
55 44
55 48
55 50
55 51
55 52
55 54
55 56
56 3
56 5
56 8
56 12
56 13
56 14
56 16
56 17
56 18
56 21
56 22
56 23
56 30
56 34
56 35
56 36
56 40
56 42
56 43
56 46
56 59
57 3
57 4
57 5
57 6
57 12
57 15
57 17
57 20
57 25
57 30
57 34
57 37
57 38
57 42
57 43
57 45
57 48
57 49
57 50
57 52
57 55
57 56
57 59
58 3
58 4
58 16
58 28
58 30
58 34
58 35
58 37
58 38
58 39
58 41
58 42
58 43
58 45
58 47
58 51
58 53
58 56
58 59
59 2
59 7
59 8
59 9
59 11
59 14
59 17
59 21
59 23
59 24
59 26
59 31
59 32
59 38
59 48
59 50
6 6 0.05 0.05 0.05 0.05
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
